deviceId,data,time,locationStatus,latitude,longitude,mobileStatus,netType,RSRP,RSRQ,SNR,RSSI,downlink,uplink,roaming,downstreamBandwidth,upstreamBandwidth,earfcn,band,frequency,ci,pci,tag,networkOperator,chipOperator,mcc,mnc,bluetoothStatus
3d4c6129617d84c4,17/03/2023,12.34.55,1,-3.141.795,-58.446.171,1,4G,-90,-13,6.0,-55,348,17,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.35.02,1,-3.141.795,-58.446.171,1,4G,-96,-12,6.0,-61,0,0,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.35.41,1,-3.139.317,-5.844.627,1,4G,-99,-14,0.0,-65,0,0,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.35.43,1,-3.139.193,-58.446.273,1,4G,-98,-15,1.0,-63,54,17,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.35.43,1,-3.139.193,-58.446.273,1,4G,-100,-15,1.0,-65,151,182,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.35.45,1,-3.139.024,-58.446.272,1,4G,-100,-15,1.0,-65,104,29,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.35.47,1,-3.138.871,-58.446.266,1,4G,-103,-15,7.0,-67,378,10,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.36.19,1,-3.138.871,-58.446.266,1,4G,-89,-9,1.0,-63,0,0,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.36.27,1,-3.138.871,-58.446.266,1,4G,-84,-14,10.0,-51,368,10,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.36.42,1,-3.138.871,-58.446.266,1,4G,-102,-13,4.0,-69,276,20,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.37.38,1,-3.138.871,-58.446.266,1,4G,-106,-16,0.0,-71,368,20,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.39.03,1,-3.138.871,-58.446.266,1,4G,-93,-12,-5.0,-57,360,9,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.39.05,1,-3.138.871,-58.446.266,1,4G,-98,-14,-5.0,-65,368,6,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.39.09,1,-3.138.871,-58.446.266,1,4G,-103,-15,-4.0,-69,317,14,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.39.13,1,-3.138.871,-58.446.266,1,4G,-93,-12,6.0,-65,143,1,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.39.59,1,-3.138.871,-58.446.266,1,4G,-87,-11,3.0,-57,0,0,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.27,1,-3.138.871,-58.446.266,1,4G,-106,-16,-8.0,-69,348,6,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.32,1,-3.138.871,-58.446.266,1,4G,-102,-17,-1.0,-59,317,14,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.39,1,-3.138.871,-58.446.266,1,4G,-100,-14,2.0,-65,0,0,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.44,1,-3.138.871,-58.446.266,1,4G,-100,-15,-3.0,-63,318,34,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.46,1,-3.138.871,-58.446.266,1,4G,-103,-19,-3.0,-63,6,3,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.50,1,-3.138.871,-58.446.266,1,4G,-96,-17,1.0,-59,0,0,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.40.54,1,-3.138.871,-58.446.266,1,4G,-102,-16,-1.0,-67,225,13,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.41.00,1,-3.138.871,-58.446.266,1,4G,-96,-15,1.0,-59,143,3,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.42.05,1,-3.122.753,-58.433.867,1,4G,-86,-14,-9.0,-51,0,1,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.42.37,1,-3.122.753,-58.433.867,1,4G,-97,-14,10.0,-61,0,0,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,17/03/2023,12.42.59,1,-3.122.753,-58.433.867,1,4G,-95,-15,12.0,-59,368,10,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.49.14,1,-3.135.117,-58.441.699,1,4G,-95,-12,11.0,-63,0,1,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.49.17,1,-3.135.132,-58.441.671,1,4G,-94,-12,11.0,-61,54,43,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.51.12,1,-3.135.132,-58.441.671,1,4G,-105,-13,15.0,-71,217,29,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.53.26,1,-3.135.132,-58.441.671,1,4G,-103,-12,13.0,-71,63,93,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.58.27,1,-3.135.132,-58.441.671,1,4G,-93,-12,13.0,-61,0,0,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.59.44,1,-3.135.051,-58.441.714,1,4G,-85,-12,18.0,-51,471,5811,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,18.59.53,1,-313.501,-58.441.798,1,4G,-80,-12,22.0,-51,531,6534,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.02.12,1,-3.135.101,-58.444.341,1,4G,-84,-12,8.0,-53,279,5902,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.03.29,1,-3.135.101,-58.444.341,1,4G,-83,-12,10.0,-51,207,6341,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.03.59,1,-3.134.946,-58.444.628,1,4G,-96,-12,9.0,-65,148,3065,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.00,1,-3.134.922,-58.444.821,1,4G,-96,-12,0.0,-65,87,2373,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.02,1,-3.134.913,-58.444.937,1,4G,-92,-13,0.0,-59,91,1388,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.05,1,-313.491,-58.445.068,1,4G,-93,-13,0.0,-59,83,2002,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.08,1,-3.134.909,-5.844.519,1,4G,-89,-12,1.0,-53,107,2244,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.10,1,-3.134.913,-58.445.282,1,4G,-97,-12,7.0,-63,184,915,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.12,1,-3.134.914,-58.445.375,1,4G,-102,-13,7.0,-65,143,2026,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.14,1,-313.492,-58.445.482,1,4G,-97,-13,7.0,-65,68,1477,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.16,1,-3.134.927,-58.445.593,1,4G,-105,-13,7.0,-71,90,663,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.18,1,-3.134.894,-58.445.703,1,4G,-101,-13,-2.0,-69,87,2731,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.22,1,-3.134.871,-58.445.795,1,4G,-99,-14,0.0,-65,107,3367,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.26,1,-313.478,-5.844.586,1,4G,-98,-13,4.0,-65,60,795,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.28,1,-3.134.832,-58.445.997,1,4G,-103,-12,6.0,-65,219,4321,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.30,1,-3.134.817,-58.446.094,1,4G,-97,-12,4.0,-63,90,3781,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.31,1,-3.134.807,-58.446.192,1,4G,-97,-12,4.0,-63,98,2057,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.33,1,-3.134.701,-58.446.259,1,4G,-98,-13,4.0,-63,91,2913,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.35,1,-3.134.743,-58.446.437,1,4G,-99,-13,4.0,-65,67,1989,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.36,1,-3.134.874,-58.446.531,1,4G,-104,-14,0.0,-71,77,1887,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.38,1,-3.134.846,-58.446.657,1,4G,-101,-13,0.0,-65,95,1601,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.40,1,-3.134.885,-58.446.812,1,4G,-101,-12,0.0,-67,106,3436,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.42,1,-3.134.878,-58.446.957,1,4G,-104,-14,4.0,-69,70,1056,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.44,1,-3.134.867,-58.447.061,1,4G,-109,-14,4.0,-75,86,1275,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.46,1,-313.495,-58.447.151,1,4G,-102,-15,-1.0,-67,119,2382,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.48,1,-3.134.993,-5.844.725,1,4G,-108,-15,-1.0,-75,64,1393,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.49,1,-3.135.082,-58.447.343,1,4G,-108,-15,-1.0,-75,122,866,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.52,1,-3.135.279,-58.447.321,1,4G,-106,-14,3.0,-73,108,603,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.54,1,-3.135.371,-58.447.306,1,4G,-103,-13,6.0,-69,123,380,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.57,1,-3.135.486,-58.447.281,1,4G,-103,-12,6.0,-71,213,352,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.04.59,1,-313.564,-58.447.286,1,4G,-100,-13,6.0,-65,236,946,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.01,1,-313.575,-58.447.283,1,4G,-104,-13,1.0,-71,225,988,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.04,1,-3.135.884,-58.447.193,1,4G,-107,-16,-4.0,-71,108,1418,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.06,1,-3.135.984,-58.447.183,1,4G,-106,-14,0.0,-73,63,1100,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.07,1,-3.136.049,-58.447.076,1,4G,-106,-14,0.0,-73,122,915,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.09,1,-3.136.154,-58.447.058,1,4G,-106,-14,4.0,-73,130,1123,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.11,1,-313.625,-58.447.031,1,4G,-101,-13,4.0,-71,189,972,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.12,1,-3.136.377,-58.446.984,1,4G,-101,-13,4.0,-71,100,795,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.14,1,-3.136.651,-58.446.968,1,4G,-99,-13,4.0,-67,163,2117,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.16,1,-3.136.803,-58.446.932,1,4G,-98,-17,5.0,-57,47,1773,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.16,1,-3.136.803,-58.446.932,1,4G,-92,-12,5.0,-59,55,2177,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.17,1,-3.136.897,-584.469,1,4G,-92,-12,5.0,-59,55,2177,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.19,1,-3.137.047,-58.447.039,1,4G,-103,-14,0.0,-65,199,1644,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.20,1,-3.137.152,-58.447.231,1,4G,-103,-14,0.0,-65,219,2399,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.21,1,-3.137.286,-58.447.186,1,4G,-100,-14,2.0,-65,186,4810,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.23,1,-3.137.417,-58.447.209,1,4G,-90,-13,2.0,-57,238,4080,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.25,1,-3.137.568,-58.447.235,1,4G,-94,-14,-2.0,-57,232,5695,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.26,1,-3.137.645,-58.447.108,1,4G,-94,-14,-2.0,-57,334,5067,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.29,1,-3.137.716,-58.447.344,1,4G,-90,-12,-2.0,-55,304,5926,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.31,1,-3.137.847,-58.447.377,1,4G,-89,-12,11.0,-59,200,2101,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.32,1,-3.137.893,-58.447.244,1,4G,-89,-12,11.0,-59,237,4046,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.34,1,-3.138.006,-58.447.249,1,4G,-102,-13,-3.0,-69,184,3297,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.36,1,-3.138.135,-58.447.269,1,4G,-99,-13,-3.0,-67,249,3119,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.38,1,-3.138.265,-58.447.284,1,4G,-97,-13,-3.0,-65,231,4102,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.05.58,1,-3.138.265,-58.447.284,1,4G,-87,-15,15.0,-59,497,17669,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.06.17,1,-3.138.265,-58.447.284,1,4G,-107,-13,10.0,-71,347,13360,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.06.21,1,-3.138.265,-58.447.284,1,4G,-110,-15,5.0,-75,48,103,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.07.24,1,-3.138.265,-58.447.284,1,4G,-92,-13,0.0,-61,801,21374,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.07.50,1,-3.138.265,-58.447.284,1,4G,-92,-17,20.0,-55,1072,29329,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.07.52,1,-3.138.265,-58.447.284,1,4G,-99,-13,13.0,-61,338,5216,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.00,1,-3.138.265,-58.447.284,1,4G,-111,-16,-4.0,-73,293,4084,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.02,1,-3.138.265,-58.447.284,1,4G,-115,-17,-4.0,-71,264,1053,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.06,1,-3.138.265,-58.447.284,1,4G,-103,-13,-7.0,-73,423,4273,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.09,1,-3.138.265,-58.447.284,1,4G,-114,-17,-7.0,-87,174,2022,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.11,1,-3.138.265,-58.447.284,1,4G,-117,-17,2.0,-75,14,940,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.20,1,-3.138.265,-58.447.284,1,4G,-109,-11,7.0,-81,460,2857,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.26,1,-3.138.265,-58.447.284,1,4G,-116,-17,3.0,-81,27,571,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.28,1,-3.138.265,-58.447.284,1,4G,-107,-13,2.0,-75,295,2856,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.47,1,-3.138.265,-58.447.284,1,4G,-115,-15,-1.0,-81,48,1052,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.08.56,1,-3.138.265,-58.447.284,1,4G,-113,-15,5.0,-77,325,1513,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.02,1,-3.138.265,-58.447.284,1,4G,-97,-14,-1.0,-57,475,3897,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.23,1,-3.138.265,-58.447.284,1,4G,-112,-16,-3.0,-77,239,324,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.27,1,-3.138.265,-58.447.284,1,4G,-107,-16,-2.0,-69,92,252,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.31,1,-3.138.265,-58.447.284,1,4G,-97,-11,0.0,-69,294,5620,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.41,1,-3.138.265,-58.447.284,1,4G,-110,-16,0.0,-73,366,1290,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.49,1,-3.138.265,-58.447.284,1,4G,-103,-15,6.0,-69,436,3523,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.09.57,1,-3.138.265,-58.447.284,1,4G,-109,-16,-4.0,-77,74,2970,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.20,1,-3.138.265,-58.447.284,1,4G,-118,-15,2.0,-79,15,225,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.22,1,-3.138.265,-58.447.284,1,4G,-108,-17,-2.0,-73,667,971,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.26,1,-3.138.265,-58.447.284,1,4G,-103,-14,-2.0,-71,174,1122,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.32,1,-3.138.265,-58.447.284,1,4G,-108,-16,5.0,-73,476,3417,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.39,1,-3.138.265,-58.447.284,1,4G,-107,-13,4.0,-71,561,4620,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.47,1,-3.138.265,-58.447.284,1,4G,-106,-17,-7.0,-67,433,4785,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.49,1,-3.138.265,-58.447.284,1,4G,-108,-20,3.0,-59,394,2100,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.52,1,-3.138.265,-58.447.284,1,4G,-90,-15,11.0,-55,88,1071,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.10.58,1,-3.138.265,-58.447.284,1,4G,-92,-14,0.0,-63,570,8052,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.11.13,1,-3.138.265,-58.447.284,1,4G,-94,-14,6.0,-57,736,13200,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.11.20,1,-3.138.265,-58.447.284,1,4G,-107,-16,-2.0,-69,526,6124,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.11.48,1,-3.138.265,-58.447.284,1,4G,-90,-15,0.0,-57,256,4260,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.11.55,1,-3.138.265,-58.447.284,1,4G,-89,-16,6.0,-51,3659,67522,-1,30000,15000,1800,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.12.00,1,-3.138.265,-58.447.284,1,4G,-90,-13,9.0,-59,3944,94403,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.12.40,1,-3.138.265,-58.447.284,1,4G,-83,-12,11.0,-51,0,950,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.13.21,1,-3.138.265,-58.447.284,1,4G,-85,-14,0.0,-53,725,16901,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.14.00,1,-3.138.265,-58.447.284,1,4G,-106,-15,3.0,-85,598,8868,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.14.03,1,-3.138.265,-58.447.284,1,4G,-99,-11,5.0,-67,2053,23543,-1,30000,15000,3350,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.14.34,1,-3.138.265,-58.447.284,1,4G,-113,-16,0.0,-75,203,386,-1,30000,15000,425,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
3d4c6129617d84c4,18/03/2023,19.14.41,1,-3.138.265,-58.447.284,1,4G,-107,-18,-2.0,-69,343,3446,-1,30000,15000,9510,1,2100,82330379,1,52292,VIVO,VIVO,724,11,4
